model,midiset,audioset,piece_id,p_frame,r_frame,f_frame,p_note_on,r_note_on,f_note_on,p_note_on_off,r_note_on_off,f_note_on_off,p_note_on_vel,r_note_on_vel,f_note_on_vel,p_note_on_off_vel,r_note_on_off_vel,f_note_on_off_vel
Edwards,maetest,disklavier,BuiJL06M,0.8972803832187283,0.7387816638888536,0.8103534895404497,0.9753246753246754,0.9534490055014812,0.9642627862187032,0.5883116883116883,0.5751163774862463,0.5816392039375133,0.8385281385281386,0.8197206940330088,0.8290177616092445,0.4952380952380952,0.4841303427845959,0.4896212283329767
Edwards,maetest,disklavier,ChenGuang03M,0.904010925092307,0.8901084672158089,0.8970058317524366,0.9820655534941248,0.9730392156862744,0.9775315481686674,0.849721706864564,0.8419117647058824,0.8457987072945522,0.9242424242424242,0.915747549019608,0.919975377039089,0.8017934446505876,0.7944240196078431,0.7980917205293938
Edwards,maetest,disklavier,ChenGuang06M,0.9059696275294208,0.8650152043313802,0.8850188757991387,0.986780258519389,0.9798716452742124,0.9833138173302108,0.818448883666275,0.8127187864644108,0.8155737704918034,0.9438895417156288,0.9372812135355892,0.9405737704918032,0.7843713278495887,0.778879813302217,0.7816159250585479
Edwards,maetest,disklavier,Chon08M,0.8625415787765699,0.7473847005531562,0.8008445949922203,0.9401863049517896,0.9190095846645367,0.9294773406575652,0.6671024677234842,0.6520766773162939,0.6595039987074885,0.8805360352998856,0.860702875399361,0.8705065029485418,0.6252655662689982,0.611182108626198,0.6181436303417077
Edwards,maetest,disklavier,Huang10M,0.9043392787957928,0.7252051137475116,0.8049261775825075,0.9693295292439372,0.9521251751517982,0.960650329877474,0.5582501188777936,0.5483418963101354,0.5532516493873704,0.9334284355682358,0.9168612797758056,0.9250706880301602,0.536376604850214,0.5268566090611864,0.531573986804901
Edwards,maetest,disklavier,Huang18M,0.9258688693986592,0.682755993132784,0.7859415009192713,0.9642502482621648,0.9500978473581212,0.957121734844751,0.7118172790466732,0.7013698630136986,0.7065549531789058,0.8730883813306852,0.8602739726027397,0.8666338097585018,0.640317775571003,0.6309197651663405,0.6355840315426318
Edwards,maetest,disklavier,KOLESO06M_18-1,0.8927429577859796,0.9006133858445938,0.89666090150589,0.9773907729911396,0.9638445314853872,0.9705703883495144,0.894286587228842,0.881892136185598,0.8880461165048543,0.92942254812099,0.9165411268454352,0.9229368932038836,0.8545676749159792,0.8427237119614341,0.8486043689320387
Edwards,maetest,disklavier,KOLESO06M_18-4,0.8985909684514399,0.8952680955967952,0.8969264544456641,0.9888823873610298,0.9791425260718424,0.9839883551673944,0.895845523698069,0.8870220162224797,0.8914119359534206,0.9350497366881216,0.925840092699884,0.9304221251819504,0.8478642480983031,0.839513325608343,0.8436681222707423
Edwards,maetest,disklavier,KabuliL10M,0.9240465562179814,0.79087552404518,0.852290390102033,0.980310012568077,0.9701492537313432,0.9752031673265265,0.6518642647674906,0.6451077943615257,0.648468430923109,0.9074151654796816,0.8980099502487562,0.9026880600125026,0.604943443653121,0.5986733001658375,0.601792040008335
Edwards,maetest,disklavier,KaszoS16M,0.7230386269843003,0.7428936800305117,0.7328316919331637,0.9498777506112468,0.918982850384388,0.934174932371506,0.523838630806846,0.5068007096392667,0.5151788397956116,0.8936430317848411,0.8645771732702543,0.8788698527201684,0.4920537897310513,0.4760496747486694,0.4839194469492034
Edwards,maetest,disklavier,LeungM06M,0.8816963194255258,0.8410472027506064,0.8608921915336951,0.9761599589848756,0.915824915824916,0.9450304007941432,0.7533965649833376,0.7068302068302068,0.729370889688547,0.9146372724942322,0.8581048581048581,0.885469661248294,0.7134068187644194,0.6693121693121693,0.6906564089837448
Edwards,maetest,disklavier,LeungR02M,0.8981522542498153,0.909614880796437,0.9038472266126184,0.9881877525645012,0.9751533742331288,0.9816272965879264,0.898041653714641,0.8861963190184049,0.8920796665122742,0.9536835561081752,0.9411042944785276,0.9473521692141424,0.8632266086415915,0.851840490797546,0.8574957542071947
Edwards,maetest,disklavier,Levitsky05M,0.8872803819648611,0.9018311778346204,0.8944966092853417,0.9877474081055608,0.9715698393077874,0.979591836734694,0.9038642789820924,0.8890605686032138,0.8964013086150491,0.9318253220232484,0.9165636588380716,0.9241314846549308,0.8529688972667295,0.8389987639060569,0.845926156722231
Edwards,maetest,disklavier,Lin11M,0.9452888173436748,0.9152387988705254,0.9300211340391724,0.9494145199063232,0.9565832940066068,0.9529854254818994,0.839344262295082,0.8456819254365266,0.842501175364363,0.8255269320843092,0.8317602642756017,0.8286318758815234,0.7318501170960188,0.7373761208117037,0.7346027268453221
Edwards,maetest,disklavier,LuoJ09M,0.917685943453822,0.8828691068725094,0.8999409033783139,0.9636956015824996,0.9607888631090488,0.9622400371790404,0.7824063299976728,0.7800464037122969,0.781224584640409,0.8773562950895974,0.8747099767981439,0.8760311374462647,0.7114265766814056,0.7092807424593968,0.7103520390379924
Edwards,maetest,disklavier,MunA12M,0.9556854999147388,0.7238642112174278,0.8237761895137831,0.9633290816326532,0.9431782703715268,0.9531471840984383,0.7184311224489796,0.7034030596315953,0.7108376715570278,0.9005102040816326,0.8816734311582891,0.890992270074144,0.6731505102040817,0.6590696222291602,0.6660356523110901
Edwards,maetest,disklavier,Nikiforov14M,0.951687045204995,0.8420731958338479,0.8935309560940237,0.9893790849673204,0.970352564102564,0.9797734627831716,0.809640522875817,0.7940705128205128,0.8017799352750808,0.9673202614379084,0.9487179487179488,0.9579288025889968,0.795751633986928,0.780448717948718,0.7880258899676376
Edwards,maetest,disklavier,WongWY08M,0.9423218085353504,0.8937688101207814,0.9174033492768864,0.9633235227529998,0.9615819209039548,0.9624519339515948,0.8134480416572334,0.8119774011299435,0.8127120560959058,0.8560108671043695,0.8544632768361582,0.8552363718615698,0.7181344804165724,0.7168361581920903,0.7174847319610947
Edwards,maetest,disklavier,YeF11M,0.9144825325151912,0.8781572432347343,0.895951847775898,0.9508466217326976,0.9460255152109912,0.9484299417889644,0.7922077922077922,0.7881910369643441,0.7901943100762483,0.8753904323524576,0.8709519136408244,0.8731655325079938,0.7328620746342265,0.7291462217860648,0.7309994260883823
Edwards,maetest,disklavier,ZhangH05M,0.911532724777758,0.9155420791485894,0.9135330028760548,0.9843063402385436,0.9763387297633872,0.9803063457330417,0.9209039548022598,0.9134495641344956,0.9171616130040638,0.9419334588826114,0.9343088418430884,0.9381056580181306,0.8813559322033898,0.8742216687422167,0.8777743044701469
