piece_id,p_frame,r_frame,f_frame,p_note_on,r_note_on,f_note_on,p_note_on_off,r_note_on_off,f_note_on_off,p_note_on_vel,r_note_on_vel,f_note_on_vel,p_note_on_off_vel,r_note_on_off_vel,f_note_on_off_vel
Blues_01,0.551583804240759,0.5100798235731236,0.5300205492247339,0.9395811877789221,0.8982605841811618,0.9184563758389263,0.6251287332646756,0.5976370200196915,0.6110738255033556,0.5386199794026777,0.514932720708894,0.526510067114094,0.3666323377960865,0.3505086970790942,0.3583892617449664
Blues_02,0.7186929494141844,0.7124693592357564,0.7155676222907368,0.7782705099778271,0.9196506550218341,0.8430744595676543,0.5040650406504065,0.5956331877729257,0.5460368294635708,0.5794530672579453,0.6847161572052402,0.6277021617293834,0.38728750923872873,0.4576419213973799,0.4195356285028023
Blues_03,0.638977185337093,0.5720170275263043,0.6036458743257069,0.952826916406521,0.974804826117814,0.9636905805998947,0.3673257023933403,0.3757984386089425,0.37151376951412035,0.4984391259105099,0.5099361249112846,0.5041220838449394,0.1786333680194242,0.18275372604684173,0.18067005788458165
Blues_04,0.576732973293289,0.6466289165722914,0.6096842165209715,0.9591492234976368,0.9382430647291942,0.9485809682804676,0.6539500337609723,0.6396961690885072,0.646744574290484,0.6049966239027684,0.5918097754293263,0.598330550918197,0.4209993247805537,0.4118229854689564,0.4163606010016695
Blues_05,0.5296475209682556,0.6367160702605256,0.57826751573899,0.9479578392621871,0.9670698924731183,0.9574184963406519,0.5553359683794467,0.5665322580645161,0.560878243512974,0.43445322793148883,0.44321236559139787,0.4387890884896873,0.24967061923583664,0.2547043010752688,0.25216234198270127
Blues_06,0.7028458932862396,0.5492782478845196,0.6166448646795107,0.9547309833024119,0.9411119239209949,0.947872536378707,0.5803339517625232,0.5720555961960497,0.5761650396021366,0.5499072356215213,0.5420629114850036,0.5459568981396205,0.3421150278293135,0.3372348207754206,0.33965739546877877
Blues_07,0.8700829617924262,0.7812866880072975,0.8232974798741494,0.7620178041543026,0.9574944071588367,0.8486450760079313,0.5222551928783383,0.6562266964951529,0.5816259087904825,0.6332344213649852,0.7956748695003728,0.7052214144084601,0.44688427299703265,0.5615212527964206,0.49768671513549245
Blues_08,0.6411186062265645,0.8141789145896693,0.717358812853635,0.8457269700332963,0.9477611940298507,0.893841642228739,0.634850166481687,0.7114427860696517,0.6709677419354838,0.49944506104328523,0.5597014925373134,0.5278592375366569,0.38845726970033295,0.43532338308457713,0.41055718475073316
Blues_09,0.7681758520284235,0.7755117582551481,0.77182637430934,0.9866666666666667,0.9778197262859839,0.9822232756577388,0.6514285714285715,0.6455875412930627,0.6484949040056885,0.6428571428571429,0.6370929683813119,0.6399620763214032,0.42523809523809525,0.42142520056630484,0.42332306233704675
Blues_10,0.5777666014046307,0.7931157767558837,0.6685268031113121,0.9481245011971269,0.9424831416104721,0.9452954048140044,0.6711891460494812,0.6671955573185244,0.6691863934752337,0.6703910614525139,0.6664022213407378,0.6683906902725284,0.46089385474860334,0.4581515271717572,0.45951859956236324
